"Title","Date","Rating","Content"
"This First Film In The Series & Best One Yet","12 September 2014","10","This film is the very first installment in saw franchise it is also the only best film out of them all once you saw it you cant deny it just don't let kids see this film its got a lot of blood in it.If you think the joker from DC comics is evil wait till you see this guy jigsaw he is the opposite of what he does the joker only cares about himself but jigsaw don't he don't care if he lives or dies all he cares about is the legacy & always looks for someone who can continue to be his protégé & successor.The Cast:i wont mention all of them it would take some serious space and IMDb wont allow it all of them did a good job but the lead guys and Tobin Bell oh god simply brilliant.The Plot:two guys wake up in a dirty room chained to the walls with no escape area available they wonder who kidnapped them but soon the clues are slowly revealed that they have fallen prey to the jigsaw a famous serial killer who never forgives and wants his victims to play his games.Now this is a horror film its got suspense and good dialog it is a bit slow as their are no gun fights here one scene in climax when the dead guy wakes up it is a shocker i wont reveal much here neither flaws all films got mistakes but this film does manage to entertain at big level all you have to do is enjoy it without reading critic reviews.Overall Saw 2004 is one of the best film from last decade my rating is 10/10:Recommended"
"Compelling, Visceral Mystery Box Horror/Thriller","2 November 2020",NA,"It is very difficult to come up with a film idea that completely captures the cultural zeitgeist for any period of time. The Saw franchise did exactly that in the mid-2000s, and this original is the best of the bunch. While perhaps not a perfect film, it remains as visceral and (mostly) compelling as it was in 2004.For a very basic overview, Saw opens with two men--Adam (Leigh Whannell) and Lawrence (Cary Elwes)--waking up chained on opposite sides of an underground bunker. They eventually come to learn that they are part of a gruesome game set up by the mysterious Jigsaw killer, who is being pursued by detectives Tapp (Danny Glover) and Sing (Ken Leung).What immediately stands out about Saw is its unabashed, unashamed gruesomeness. This is not a film for the squimish or the faint of heart. The horror here is both physically and psychologically grisly, leaving little to the imagination. Yet, remarkably, nothing within the film ever feels gratuitous. Though later sequels would garner the ""torture porn"" label (and for good reason), this one's gristle is baked into the screenplay from Whannell and James Wan.To me, the hallmark of the experience is how the filmmakers create an air of tension/mystery and sustain it throughout the runtime. One truly never knows what is happening (or what will happen) until quite literally the final moments. For fans (like myself) of such mysterious storytelling, it is easy to sink into this one.Upon a recent re-watch, about the only quibble I had with Saw is how the plot moralizing perhaps doesn't hit as hard in 2020 as it did in 2004. While the Jigsaw ""morality traps"" are certainly an interesting concept, the entire Jigsaw character reveal isn't quite as remarkable as I remembered. To be frank, it actually came off quite underwhelming (fortunately, the sequels do a great job of fleshing out those aspects). That being said, I can't knock this aspect too much, as even I'll admit that at the time the moral-based aspects seemed incredibly significant.Overall, Saw is up near the top of my favorite films of all-time. While perhaps not holding up quite as well as that very first viewing, it's airtight plot, incredible acting, and mysterious aura will allow it to shock viewers long into the future."
"It ain't ""Last House..."" But comes really close!","30 October 2004","7","In Wes Craven's film ""Last House on the Left"" two teenage girls are kidnapped, taken into woods nearby one of them's house, and tortured literally to death. Then the killers are met by sterner justice from the parents who lived in the last house on the left. This film included disembowelment, chest carving, stabbing, choking, shooting, fist thrown...the works. And to top it all off to boot, Craven had a social commentary to add to the already intense storyline.This film was a lot like ""Last House..."" with the exception of the moral at the end. this film was a plain, scare the pants off ya, turn the lights on in the middle of the night, scream out loud till ya barf twice go crazy, deadbolt your doors, pray you die early type of scare film. Two men are locked in a sewage room and must try to kill one another in order to be free. Other characters and lot twist are added along the way. But the film is executed unnervingly! Elwes and the other dude were really great in their roles. Danny Glover, as a dried out, discharged obsessed cop was great with what little time he had on screen. The rest of the cast did their own little private parts to make it pleasant. Intense character build up creates a surrealistic atmosphere that makes the audience concentrate on exactly what is going on.. creepy stuff.Audiences who see this will probably not be sleeping for awhile...Don't see it alone!"
"NA","NA","7","NA"
"NA","NA",NA,"NA"
"NA","NA","2","NA"
"NA","NA","2","NA"
"NA","NA",NA,"NA"
"NA","NA","8","NA"
"NA","NA","8","NA"
"NA","NA",NA,"NA"
"NA","NA","9","NA"
"NA","NA","9","NA"
"NA","NA",NA,"NA"
"NA","NA","6","NA"
"NA","NA","6","NA"
"NA","NA",NA,"NA"
"NA","NA","9","NA"
"NA","NA","9","NA"
"NA","NA",NA,"NA"
"NA","NA","6","NA"
"NA","NA","6","NA"
"NA","NA",NA,"NA"
"NA","NA","9","NA"
"NA","NA","9","NA"
"NA","NA",NA,"NA"
"NA","NA","7","NA"
"NA","NA","7","NA"
"NA","NA",NA,"NA"
"NA","NA","9","NA"
"NA","NA","9","NA"
"NA","NA",NA,"NA"
"NA","NA","6","NA"
"NA","NA","6","NA"
"NA","NA",NA,"NA"
"NA","NA","1","NA"
"NA","NA","1","NA"
"NA","NA",NA,"NA"
"NA","NA","10","NA"
"NA","NA","10","NA"
"NA","NA",NA,"NA"
"NA","NA","9","NA"
"NA","NA","9","NA"
"NA","NA",NA,"NA"
"Still the best one","26 May 2020","7","It's easy to forget how good the first one is.The franchise has become synomynous with gore, but the first one has little to no on-screen blood or guts, at leats not in the same level as the sequels.Despite some cheesy acting and silly plot twists, it's still a really good psychological horror thriller."
"An absolute masterpiece of a film","21 September 2023","7","Saw is one of my absolute favourite films of all time. It is a psychological thriller/ horror with amazing plot twists. The writer Leigh Whannell even plays a character called Adam. The film was shot in a short amount of time with a limited budget but you really cannot tell. If you aren't sure whether you would like Saw or not,i would watch Saw 0.5 on YouTube first so that you can get a small idea. There is a whole franchise you can watch aswell. (although i do not recommend Jigsaw and Spiral the 8th and 9th films) Saw is a brilliant, well thought out film with an amazing plot, detail, set, costume, makeup and acting. I very highly recommend."
"Not the best, but certainly not the worst.","7 March 2005",NA,"I never intended to see this, but when it came on TV at 12:30 am, I decided what the heck. I was pleasantly surprised. Yes, it's a campy B-movie, with a lot of unintentionally funny stuff (it seemed like Whannell and Elwes were having a contest to see who could be the worst actor of the century), but it is creative enough to make you forget all that. The idea of these people being put in situations where they have no choice but to kill themselves is very imaginative, as is the killer's motivation (making them grateful to be alive). And I usually can see twists coming from miles away, but the horrifying ending took me completely by surprise. If you can get past the cheesiness, and just admire the script's creativity, it is an entertaining thriller that sticks with you long after you've watched it."
"Sawed Through the Formulas!","29 April 2015","10","Saw (2004): Dir: James Wan / Cast: Cary Elwes, Leigh Whannell, Danny Glover, Monica Potter, Shawnee Smith: Two males awaken in a darken room each with an ankle chained to a pipe. They are equipped with a tape, which they must listen to in the tape recorder in the hand of the corpse laying in the centre of the room. Why are they there? The plot regards a psychopathic madman who kidnaps victims and teaches them the value of life through graphic games of torture. Cary Elwes plays a surgeon who neglects his family and is a suspect to a crime. Leigh Whannell plays a photographer linked to Elwes. Elwes is instructed to kill Whannell or his wife and daughter will die as a result. How this plays out will ultimately portray Elwes as one whose limits can surpass extreme pain, and Whannell left with darkened regret. Danny Glover plays a cop obsessed with solving the case after his partner was killed. This obsession leads to results and fatal consequences. Monica Potter plays Elwes's wife who uses brains to gain freedom and a mother's will to fight back. Shawnee Smith plays a victim who had escaped a trap thus spotlighted in hopes of getting into the psyche of the killer. Directed by James Wan with graphic violence yet clever writing. Title describes the pondering even with hacksaws at the disclosure of both victims. It regards how we often never appreciate life's blessings. Score: 8 / 10"
"Surprisingly good for a low budget movie","25 October 2021","10","The theme, the ending with one of the best plot twists ever, the games. Saw is a must watch movie for those who enjoy thriller and even horror movies."
"Still Has Teeth","5 October 2023",NA,"Saw (2004): Saw it again last night and it still has teeth. Love the way the timelines cut backwards and forwards, providing misdirection and red herrings. The existential terror experienced by Adam and Lawrence as they appreciate the nature of their plight. Made worse for Lawrence as his wife and child are also abducted. The intensity of Detective Tapp's obsession is white hot, he is intent on capturing Jigsaw but is he following the wrong suspect? The traps gruesome, gory yet effective. The torture level in this film is perhaps lesser than in the sequels but it's all the stronger for that: the horror is more concentrated. May twists and surprises in the plot. Directed by James Wan, written by Leigh Whannell from a story by Wan and Whannell. 8/10. On Netf."
"Has One Of The Most Insane Endings But Ruined By Sloppy Plot-Holes","6 October 2023","7","Pros:
1. The grainy cinematography gives the movie a gritty and grounded tone which helps to make the events feel realer.2. The murders, and the torture games, are incredibly grisly, disturbing as well as strangely introspective. The gore isn't the main focus unlike most horror films of this genre.3. The editing helps to imbue the torture and murder scenes with a chaotic and frenzied feel thus keeping you on edge.4. The score is remorseless in its intensity.5. Cary Elwes (Dr. Lawrence Gordon) and Leigh Whannell (Adam) carry the film which is impressive seeing as it's mostly just them conversing.6. The last 30 minutes have got to be some of the most heart-palpitating, insane and mind-blowing bit of cinema ever created. The ultimate pay-off, paired with the shock twist, is amazingly built up to and then executed.7. The movie offers an uncompromising, but truthful, view of human nature. Particularly how survival is hard-wired into all of us above anything else.Cons:
1. Why didn't Detective David Tapp (Danny Glover) and Detective Steven Sing (Ken Leung) remove Jigsaws' (Tobin Bell) hood? Instead they kept allowing him to move with his hood still up.2. How did Jigsaw survive both a bullet and a shotgun shell whilst just walking off with a limp?3. Somehow Jigsaw was able to remain completely stationary for over 6 hours."
"This one belongs to the Razzies","27 February 2005","7","(This review does not necessarily expose the plot of the movie, however it may change one's expectations of the movie and thus make for a less enjoyable experience.) Ever rented a scary movie, expecting to be on the edge of your seat in fear, and instead ended up howling in laughter at each and every stupid turn of the plot? This movie had so many opportunities to impress and actually scare the viewer. It was cut poorly and jumped around too much; making references to the past seem more like excuses as to why the plot was heading in its particular direction. The writers must not have thought about how the potentially excellent plot should have been carried out, because the poor construction of time throughout the plot is discouraging to the viewer and makes the movie increasingly tiring to watch.Almost worse than the writers having abused what could have been an excellent and classic thriller was the fact that it gradually relied on cheap tactics for a scare. The acting didn't make it scary, and the situations hardly made it scary, therefore it needed a few dark scenes with things jumping out at you to make it worthwhile. Even those were predictable.Not even the gore could've saved the plot, and it rivals the gore of the successful thriller Se7en.Speaking of Se7en, I feel like Saw tried to follow Se7en's incredibly fascinating psychological theme, but failed miserably in doing so. I was terribly disappointed in the lack of analysis and plot structure surrounding the psychology of the killer. The beginning scenes tease the viewer into thinking that this is a psychological thriller; believe me, it is far from that.Oh, did I mention poor acting? At first, Cary Elwes seems makes a convincing performance; however, this completely deteriorates at the most crucial parts of the plot. I was left in tears of laughter at this performance, which is worthy of a Razzie. The performance of Leigh Whannell is also terrible and too played-out, although not as bad as the performance by Elwes, and the big red flag with this is that Whannell is also a writer for the movie.The end of Saw could never make up for having lost the entire middle of it, and that is what makes it a huge failure. It was an opportunity wasted, and I have no clue as to why Monica Potter and Danny Glover chose to take roles in this movie.I am mad at myself for wasting money on just renting it. It was definitely not worth the $4, and in the future I will definitely avoid seeing anything having to do with Elwes, Whannell or James Wan. The big tragedy in this is not that it lacked basis to its plot, it's that the great potential storyline was thrown away and poor acting added insult to injury. I'll avoid the poor puns involving the title and just conclude with this: don't watch this movie."
"One the best ever !!!","26 October 2008",NA,"There is no way one can condescend to this movie. This is the best horror suspense movie that was ever made !!! Its simply unmatched !! THe acting might not be the best around, but that is not the only that that one looks for in a movie of this calibre. Looking at the story is what needs to be complimented upon. The storyline, the concept used herein, the chain of events, the vision portrayed and the end result...its all fits in perfectly to keep the viewer at his seat all the way. And that is how a movie show be - keeping the watched interested and let me tell you that as far as I know, everyone i know who have watched this movie have not nothing but impressed !!"
"A cut above the rest.","29 October 2004","8","SAW (2004) ***1/2 Cary Elwes, Danny Glover, Monica Potter, Leigh Whannell, Ken Leung, Dina Meyer, Michael Emerson, Shawnee Smith, Makenzie Vega, Tobin Bell. (Dir: James Wan) A cut above the rest.Finally a horror film that pays off in actually being scary! Novice filmmakers James Wan and Leigh Whannell  director/ co-screenwriters  have concocted a fiercely chilling tale of horror with echoes of dank élan to 'SE7EN' as well as any films during the seminal '70s the likes of Carpenter, Craven and Hooper in gleaning some of their mojo glommed onto their uniquely perverse, darkly humorous and more importantly downright bone-chilling spooky with this dark story of a fated morality play.The conceit begins with two strangers awakening from a drugged abduction to find themselves chained in a rotted industrial restroom (just the ghastly cinematography by David A. Armstrong and grotty production design by Julie Berghoff makes one crave a Tetanus shot!) and at the fate of a ticking clock coerced by the whimsy of a madman's sick, twisted game of life or death.Dr. Lawrence Gordon (a very fine turn by Elwes) is a successful oncologist and a slacker type named Adam (Whannell providing much needed gallows humor smart-aleckness) must unsolve a dastardly puzzle with big questions  Who did this? Where are we? - to small details (each have a micro-cassette in their pockets and the only way to listen to the messages are provided in the hands of a blood drenched corpse littered at their feet clutching a tape recorder) as their time begins to erode  as well as their sanity.Using flashbacks it is discovered by the good doctor that they are at their situation thanks to a serial killer  or more apropos , serial gamesman  tagged as 'Jigsaw'  whose m.o. is to abduct someone and have them run thru an impossible mechanism designed solely to kill/maim them with the grand design being that each one realize just how precious a commodity life truly is.Adam and Gordon are also discovered to have a handy hacksaw provided for them to attempt an escape but soon learn that the tool will not cut through the heavy metal but should do so nicely through their own ankles! So begins the sweat-inducing, nerve-wracking quest of getting loose in time  for Gordon particularly since he learns his wife and daughter (Potter and Vega) will be killed if he doesn't kill Adam (a single bullet has been left by the sicko and a handy revolver is in the other grasp of the bloodied victim on the filthy floor).Added to the mix is a police investigation involving Det. David Tapp (Glover, in a snaky 'I'm getting' too-old-for-this-s**t potshot at his 'LETHAL WEAPON' character) and his partner Det. Steven Sing (Leung) who are getting too close to the crazed genius with some truly lethal consequences.Wan milks several sequences in dark, cluttered and silent moments of dread while incorporating themes of infidelity, betrayal, redemption and employs a few stock gimmicks including grainy snuff-film video taping, a hair-raising sound effect of a maniacal clown laugh and just for the price of admission one of cinema's creepiest looking puppets to get his messages across.The screenplay by both  native Australians  hearkens back to slasher/psycho exploitation films yet raises the bar in their inventive, ingenious set pieces especially one ghastly recollection with a 'reverse bear trap' head device ; nuff said.There are moments of quiet devastation, nail-biting tension and just enough nervous laughter for the two protagonists racing against their inevitable doomed plight while also evoking many questions by the film's twisty canny climax (stop here if you don't want to realize the reason the pic is titled the way it is).Violence is underscored with scarily innate logic yet not over-the-top (I for one cannot wait for the DVD to see what made the editing floor to get its MPAA R  rating) and it has some greatest hits of the genre standards like the rooting for the victims to get their much thirsted for vengeance.A true crowd-pleaser that doesn't disappoint but will have you wanting to return to put each simply creative puzzle piece together as more questions will come flooding by its stunning conclusion.You've been warned!"
"Slick thriller in the mould of Se7en that covers writing weaknesses with consistent tension & urgency","10 October 2004","8","(This review contains no spoilers but it is better when you know very little about it and I would suggest not reading any reviews on the film but to just go and see it!)Adam wakes up in a bath of water to find himself in a dark room, chained to a large pipe. On the other side of the room is one Dr Lawrence Gordon, who finds himself in the same position, in the middle of the room is a dead man with a gun and a Dictaphone in his hand. Two recorded messages reveal that Gordon's wife and daughter have been kidnapped and will be killed at 6pm that same day. The only way this will not happen is if Gordon kills Adam before this time, a feat that will involve getting out of his chains and to the gun.The marketing campaign for this film had a very impacting poster with very little text and just the word 'SAW' on it. In a way, with no real bankable names in the cast to sell itself on, the film sold itself on the one thing that will always get audiences in  a concise and interesting central premise. Here it is very simple and very interesting and sets up a real tension from the outset that never really lets up until the very end. Let me just say now that tense is not the same as terrifying and viewers coming to this film looking for loads of gore and screaming horror will be let down; in fact I would class this film as a thriller more than I would a horror for this reason. The film opens with us right in this scenario of the chains etc and quickly we learn the ground rules and then learn more about the Jigsaw killer who is doing it. The flashbacks just take the edge off the main story a little bit but they do work well enough in themselves, and produce a more complex story.In a way this is where the weaknesses come in because the hook of the simple premise is expanded out into a wider story  and not all of it hangs together with a great deal of logic. The motives of the killer are unsure and the way that everything does fit into place is unconvincing (to name two problems) but, while it is on, the film's tension covers these gaps and does a good job of holding you in its spell. This spell lasts no longer than the final credits as you begin to pick holes in the actual story, but by then you'll have been entertained and into the film too much to really let the plot holes bother you and it is only those hoping for a story to match the darkness of Se7en will be letdown, this is not of the same caliber as that film but it is still fun. The director has learnt from several other films and genres. He knows that the simple premise can be used as a great hook for a simple story (many short films do the same), he knows from Se7en that sometimes the horror we imagine is much worse than the one we can see, and he knows from recent Japanese horror movies that unsettling images are scarier than outright gore (hence the use of clown and pig heads). In terms of style the film is winning if a little overdone. Time skips forward with frantic camera movements, 'dank' is painted thick on every scene and generally the film delivers a mood of tension, urgency and unsettling action.Not using the cast for the marketing was a good choice because there are no real a-list names here and, sadly, there are several botched jobs on the acting side. Whannell is good and does a solid job  even handling the script's 'comic relief' requirements without letting it take away from the dire nature of his situation. Elwes is OK but not as consistent. At times his delivery is flat and sounds like he is delivering some more serious lines in his 'Princess Bride' character, sounding insincere and wooden. It also didn't help that his make up for the majority of the film made him look like a tired old queen  I know it was supposed to be like white plastery stuff, but on Whannell it looked good but on Elwes it looked like it had been spread evenly! Glover is OK but given too little to do and his character changes too much too quickly before we have even known who he was.Support from people like Leung and Martinez add familiar faces and generally the support cast do OK  but in keeping with the simple premise idea, the film is best when it keeps those involved to the minimum.Overall this is an effective thriller. It will be compared to Se7en but it doesn't have the writing to really stand in the same crowd as that movie; the plot has too many holes and the twists often come from a desire to surprise and confound rather than coming as a natural part of the story (ie they don't have the common sense impact of Se7en's conclusion). However what it does do well is deliver a sense of tension and urgency focused on this 'simple' premise. This tension works so well that it pretty much covers the plot problems while you are watching the film, and you are swept along with it as you watch. After the film you'll pick away at it and it won't stand up to repeat viewings but it is still a great fun film while you're with it."
"The ending..","4 October 2021",NA,"Kind of like Seven, not quite as good. Effects are good, acting is top sans Cary Elwes. He is pouring it on a bit and the least believable character in the story. Still a good story."
"One of the best films of the year","18 February 2005","7","Adam (Leigh Whannell) and Larry (Cary Elwes) awaken to find themselves locked in a filthy, dilapidated public bathroom. As they regain awareness, things go from bad to worse. They see a dead body on the floor between them, and then they realize that they're chained to large pipes on opposite sides of the room. When they discover a hidden message for each, they learn that a madman is playing a sick game with them. Can they win the game and escape with their lives? Every once in a while, I'm given an opportune moment to engage in a mini-rant, so here we go. Anyone wondering why I usually pay no attention to the Academy Awards need look no further than Saw. In my view, Saw should be nominated for eight 2005 Oscars: Best Motion Picture of the Year, Best Performance by an Actor in a Leading Role (Elwes), Best Achievement in Directing, Best Writing--Screenplay Written Directly for the Screen, Best Achievement in Cinematography, Best Achievement in Art Direction, Best Achievement in Makeup, and Best Achievement in Music Written for Motion Pictures--Original Song (Fear Factory's ""Bite the Hand That Bleeds""). Not that I feel it should necessarily win all eight, but it should have a fair shake at them. There are others that I would nominate for some of those categories--including Hellboy, The Village, AVP: Alien vs. Predator, Dawn of the Dead, Kill Bill Vol. 2, Shaun of the Dead, and Harold and Kumar Go to White Castle. But you'll note that out of those, only The Village got a nod (a single nomination). It's difficult for me to take something seriously that is so far off the mark when it comes to recognizing quality films. But it's not as if a general anti-genre bias in the Academy Awards--as well as with professional critics and the self-appointed film literati--has not been noted before.James Wan and Whannell (who takes on double duty as an actor) have authored a tightly interwoven story, with a puzzle theme that draws you in like the best material of the Cube (1997) series combined with a gritty, Se7en (1995)-like serial killer police procedural. The pieces of the plot fit together precisely and unfold like a predetermined chess game. Wan and Whannell build tension gradually, despite the fact that the film comes out of the gate extremely suspenseful.Wan, who also served as director, creates a fabulously disturbing, dingy atmosphere throughout the film, bolstered by Julie Berghoff's production design, which is as inventive as the script. Part of the delightful novelty of the film is the elaborate, potentially fatal puzzles devised by the villain. Berghoff's designs for these scenarios and devices easily matches the lockstep intricacy of the plot and the ominous foreboding of the overall atmosphere. Viewers will likely cringe at vicariously envisioning themselves in the contraptions, and that's much of the point. The cinematography throughout the film is just as imaginative, easily telling a story that often depends on subtle visual cues, and reaching just the right balance of extended techniques, such as the varied film speeds during a car chase.Because so much of the film is focused on just two characters in a single, relatively sparse room, Elwes and Whannell must turn in powerhouse performances, running a gamut of emotions including vulnerable helplessness, studied hopefulness, vengeful anger and frenzied desperation. Both are excellent, with Elwes particularly remarkable. Danny Glover, as Detective David Trapp, is impressive in his transformation from a somewhat typical macho cop to an obsessive loon, perhaps on a par with the villain in his single-minded irrational commitment.The modus operandi and motivation (which serves as the theme) of the villain are intriguingly gray. The victims are often morally questionable, and can potentially benefit from their victimization. They're putatively given an out from their predicaments if they can muster the necessary wit and skill. At least on one level, the villain wants to give his victims a hard lesson and improve their lives.It should have been clear by the comparison to Cube and Se7en that Saw is not for the faint of heart (although it's not quite as gory as it could have been) or for those who want only clear messages of good and evil and happy endings. As one of 2004's best films, however, you owe it to yourself to give it a watch."
"So I saw Saw and....","21 February 2005","7","I must say the fuss about all the bad acting was unwarranted. I thought all the players did what they could with what they had. The trouble is movie nerds are almost afraid to disagree with one another these days. My biggest gripe against this movie is the ole' too much plot getting' in the way of the story syndrome. This would of hit so much harder if it were slimmed down to about 80 minutes and somehow excised the character of Zep the orderly and told with more continuity. Good lord this thing was flashing back left and right and sideways too I think. The tension was all in that room with Elwes and the worst actor of the film Whannel. Aside from the creepy car crawl scene, you could just feel the tension alleviate as soon as they took the movie out of that dank hell hole. At any rate I wasn't as disappointed in the acting as I was the way the story was told. Ah well an excellent horror film is coming someday, maybe in James Wans' next effort?"
"I Enjoyed It a Lot!","25 December 2019",NA,"I may be the only horror fan left on the planet who hadn't ever actually seen a single entry in the ""Saw"" franchise. I had plenty of exposure to it in the form of parody - there's an unending supply of parodies of this film, many of which were just as bland, uninspired and unoriginal as I always seemed to believe the franchise itself was.
Today I watched the first entry for the first time, and i was pleasantly surprised. Was it the greatest horror film of all time, or the greatest franchise kickstarter I've ever seen? Not by a long shot. But it was a pretty interesting idea that you really need to watch for yourself to get invested in. It's not the typical ""person locked in a room with a time limit to get out because there's someone waiting outside to kill them if they fail."" This movie presents a killer with a coherent and interesting back story, even if they don't take the time to fully explore it in this film.The acting is wonderful; spot-on when it needs to be, cliche when the time is right, but always moving the plot along nicely. It's a non-linear story, which I also really appreciate. It's a film that demands your undivided attention from start to finish, and it's interesting enough to justify doing so.While it's far from a perfect horror movie, I think it's a pretty decent entry into the genre that everybody should see at least once. I'm just disappointed that I put it off for so many years."
"Yeah, I saw it. That is to say I seen it.","3 October 2013","8","Saw really should be exempt from most criticism as James Wan managed to pull of a helluva trick considering the innumerable restrictions and compromises that made the shoot very hard for the first-time feature director. Who'd ever believe that such a tiny movie would be the first to re-invent horror for the 21st century? Cary Elwes and Leigh Whannell play Doctor Gordon and hapless jerk Adam, a mis-matched duo who wake up in a disgusting bathroom chained to the piping at either end of the expansive room. A dead body lies between, blood and gore on the floor around it. Doctor Gordon suspects that it is the work of the infamous ""Jigsaw"" - a madman known for subjecting lowlifes to brutal tests to prove their desire to live.A series of flashbacks follow which build a greater story around the plight of the two men, culminating in a climax that is still as unnerving now as it was nearly 10 years ago. Saw is a very clever film, but is let down by overly filtered cinematography, choppy editing that is full of stutter cuts, and a sound design that is bloated with far too many cheap stingers. The acting is a little weak at times too but considering the conditions, and the fact that there was no rehearsal at all so the footage you see is sometimes the first attempt by the actors to get it done means you can't judge it too harshly.The production design tries to emulate David Fincher's Se7en but ends up looking like a cheap 70s porno. But the whole film was shot in one big building, so you just can't pick faults. Like I said, what Wan managed to pull off with the time and budget he was given is nothing short of remarkable. The sequels were given more money to crazy with, but the first Saw movie should be viewed as a different entity.Love it or hate it, Saw is a major achievement for the fledgling writer/director pairing of Whannell and Wan."
"One word Brilliant","12 January 2005","8","I'm really disappointed that this movie didn't do as well as it should have at the box office, it deserved better because this film is brilliant.The plot is original, the acting is pretty good (for being shot in 18 days with a low budget), the direction is perfect. This is the type of film that builds tension, not your typical shocker or hack and slash (which is what I thought it was going to be, boy was I wrong) it's psychological horror. I don't know how the director came up with the idea of the scene were the guy has to use the camera to see in the dark, perfect bit of audience manipulation, he makes you feel like you're blind in the dark like the character; ingenious not to mention creepy. I can only say that you should see this film it's brilliant. Oh yeah and the ending will blow you away."
"A So-So Film","8 November 2010",NA,"D+ The first film in a long line of films to disappoint me. Some go as far as to call this film a thriller, while still at the same time managing to be a good ole' horror movie. Yeah? Hardly, to be honest. But I guess the very first one is something a little different from what you might see in the average horror film. Why, because our main antagonists sets up these traps, while the victims basically mutilate themselves. Exciting and dramatic right? And with a drab score, which it probably would've done better without, so-so acting and sub-par cinematography, it's just your average horror flick to watch on a Saturday rainy day.And just when you think you're watching something a little different, with it's surprising 'twist', it lowers itself. Grade A stupid horror movie logic, especially in the case of this film trying so hard to prove that it's not. How does a doctor somehow not realize an dead man is actually not dead over a period of eight hours? Why do these helpless, desperate, and obviously horrified victims never pull the trigger on their targets? ECPECIALLY if you got the shot gun, need I say more? Just as with Tootsie Pops, the world will never know the answers."
"A non realistic movie","5 December 2005","7","This was the most unrealistic movie I ever seen.I can't believe that the writer and director didn't see that almost all the movie looks like a SF one.For example: 1. It is impossible for the killer to stay on cold glaze and after 10 hours to get up so quickly.2. You can't get electrocuted trough a water pipe like in the movie.(believe me, it's my domain)3. With a saw you can cut 10 pipes in 10 hour very easy. Let's say that the chain was made from steel but the water pipe was rusty and it was made from iron.4. If you try to cut your foot with a saw you faint (in the best case, it's more likely to die because your hart fails) before to get to the bone(shin).And there are more other examples."
"Silence of the Lambs + Mythbusters = Win","11 October 2015","7","Horror films like this may be old hat today, but I think we should dedicate a moment of silence to honor what may have been the first of its kind. OK, enough silence, let's get back to blood curdling screams.""Saw"" distinguished itself from the usual 90s-00s horror tosh by taking a pseudo intellectual approach as in classics like ""Silence of the Lambs"" or ""The Cell"" where the killer is not just a mindless hockey goalie on a bad day with power tools. The killer has a distinct, logical, stylish modus operandi that will appeal to people who know the meaning of the word ""modus operandi"". If you don't, or if you don't care, there's still plenty of suspense, action and blood & guts (literally) to keep you entertained from start to finish.""Saw"" is the story of a serial killer who is highly intelligent, highly resourceful (some of the diabolical devices he builds could be featured on Mythbusters), and most interestingly the killer is driven by a twisted sense of morality. This brings to mind the mother of all serial-killer-morality tales ""Seven"" which Saw undoubtedly drew inspiration from. While I don't think ""Saw"" is in league with ""Seven"", it does a great job of keeping up, and I think it's worth a watch.Danny Glover (""Lethal Weapon"") playing the obsessed cop on a manhunt and Cary Elwes (I'll always remember him from ""The Princess Bride"") playing the intelligent victim, raise the bar with their excellent, characteristic performances. And while the story may have 1 or 2 loopholes, you can handily overlook them in light of these two iconic actors and a story that unravels suspensefully at every turn.I did want to mention one thing for the squeamish (as well as those of you who crave the squeam), ""Saw"" isn't as over-the-top disgusting as I had been told. Yes, there's a ton of blood and a few hurl worthy scenes of bad things happening to body parts, but for the most part it's somewhat tame by today's standards. I actually like that, because it's a film I can recommend to my mom. The lack of nudity/sex and the interesting morality angle furthermore might make it a family-safe film. If your family happens to live at 1313 Mockingbird Lane. But you catch my drift."
"Great flick guys... well done!! And too all you critics.......","20 December 2004",NA,"I have been reading the other comments that have come through and cannot believe some of the criticisms that I have seen. UNBELIEVABLE!!!! These guys had 18 days and a budget of 1.2 mil. If anyone else who has posted their ill views about this film has the ability to produce a true thriller with a sensational plot, storyline and final scene in that amount of time and budget I'd like to see it!! Coming from Melbourne myself, I am impressed and thrilled to have fellow residents of this great state in Australia to get out there, do what they love doing and make a very nice profit for themselves thankyou very much! The amount of CRAP that has come out of Hollywood with big name stars and RIDICULOUS!!! budgets, with movies that have completely flopped is outstanding!! For James and Leigh's first feature film, they did incredibly well, so instead of condemning and ""nit-picking"", we should be supporting these young film-makers.In conclusion.... For all of you people who hated the movie and thought it was a complete waste of your money and laughed at this film... SAW made over $54mil from its first week in the US and it is still climbing... Who's laughing now!!"
"2 guys waking up in a cold atmospheric room not knowing why, and how they got there. just bound to a chain and waiting till the game begins","4 March 2005","1","this movie mixes several attributes which made me giving a 10-rating: the beginning is fascinating with a cube-like atmosphere. it never loses suspense thru the whole movie....and the sick mind of the killer reminds to john doe's from ""se7en"" of brilliant David Finch. the turnings of the storyline are almost unpredictable which is rare and never any Hollywood-like cliché or happy-end. a lot of surprises, shock and some gore scenes which altogether makes it a perfect horror-psycho-thriller.in my opinion, it beats even cult horror-movies like Texas chainsaw massacre 2003, event horizon, dawn of the dead 2004, cube, wrong turn or evil dead. thru out the time, these kind of movies goes far to the limits of the violence and dark fears we all got into us....so be warned, ""saw"" will give you a sightseeing tour thru hell....enjoy it !"
