"Title","Date","Rating","Content"
"Easily one of the most overrated films on IMDb","26 February 2016","6","The script is the biggest problem with this film. It is filled with clichés and unoriginal jokes. The theme and message of the film is spelled out for the audience a million times. It should be more subtle and realistic. The sequence of events is entirely predictable.Additionally, there is nothing exceptional about any other element of the film in my opinion. There is nothing impressive about the camera work. There is nothing impressive about set design or costume design. There is nothing impressive about the acting or characterization.It is emotionally manipulative using every trick in the book and there is nothing to enjoy if you do not fall for that. How it is so far up IMDb's top 250 is beyond me."
"Very long and heartwarming","1 June 2020","6","I'm not familiar with Indian films so this was a good introduction. The characters are funny, if one-dimensional, and the storyline is heartfelt. There is some satire of education and society that I can get behind."
"Amazing!!!!","19 January 2010",NA,"If i could give this movie higher then a 10. I would. I think anyone gives this movie a low marking, should not be allowed to judge movies, maybe even keep them out of the theaters!!! This movie is funny, charming, loving, did i mention funny? Will make u tear from laughing as well as in other moments. One second you'll be laughing, and the next second you'll feel their pains. Lots of ups and downs. awesome movie........must watch for everyone.Amir khan has always been great. Old classic movies to all the new ones. He has broadened his horizon. Amazing actor who plays serious parts as well as goofy roles. He kind of reminded me of Johnny Depp. Man is brilliant. The Dean of the school was also hilarious. I know that had to be a hard role to play, but wow did he pull it off.Again, must watch for young, old, teens. If you have been through college, it will definitely hit the spot a little more.. Enjoy!"
"amazing movies","29 December 2009","10","I absolutely LOVED this movie. I was one of two or three 'white' people in the Cinema, and waiting in the line i got a lot of 'looks', but I'm speechless to how good this movie was!!! Aamir just keeps getting better!!!! TZP was amazing, Ghajani was amazing and now 3 Idiots... AMAZING!!! cant wait to own it on DVD!!! I might even go see it again at the cinema!! I've now seen about 5 Bollywood movies at the cinema, and i own about 30 movies on DVD. I'm an Aussie what LOVES Bollywood & Aamir Khan!!! What movies is next for Aamir? I'm sure it will be another to touch our hearts, i'd love to see his body ripped like in Ghajani again! 3 IDIOTS ROCKS!!!"
"Significant and entertaining","10 December 2020","10","This is a significant Bollywood movie, but for European or American viewers, it is best compared to a binge-watched colorful Hollywood miniseries by style, melodramatic and light in tone, but much more filled with meaning. It celebrates Gypsy style music and ingenuity in poverty while criticizing strict education systems of high Asiatic pressure and parental authority which stifles creativity by senseless rot-learning even at top institutions. Quite entertaining and watchable, and different in style - but not at all inferior in quality - to the top Hollywood production, it has some authentic light humorous touches and some intense melodrama - an over the top Bollywood type soap opera that is somewhat a significant social critique at the same time."
"A fun watch!","21 December 2014",NA,"This is my first real exposure to Bollywood and I gotta say it's a lot of fun! A lot of what is portrayed in this film about life in engineering school is very real and true, and I think this is what makes this movie very easy to relate to for a lot of people. Yet at the same time, there are moments of comedy, sheer fun, Bollywood dancing and falling in love. Whether you regularly watch Bollywood or not, I think this is a great film regardless. Original and interesting storyline mixed in with some moments of cheesiness. It's nearly 3 hours long, but it's certainly not a drag. A good movie for if you're looking for something fun and light-hearted."
"The most fun I have ever had watching a movie!","13 April 2011","6","3 idiots offers a great deal of fun. Indeed, one of the best movies I have ever seen! Its experience is simple, yet it's great in every aspect! I absolutely loved the fact that this film had it all, wonderful atmosphere, brilliant acting, lovely inspiring songs and a surprisingly thrilling story! During the movie, I laughed and cried A LOT!! The combination of the movie aspects was astonishing. I never thought I would enjoy an Indian movie as much as I enjoyed Slumdog Millionaire, but this one simply surpasses every other Indian movie. The story is touching, inspiring and funny.. at the same time!! This movie is plain FUN. It's about family, friendship and a little bit of romance. It had a great deal of great family moments that are still stuck in my mind till now (I saw the movie a week ago!) Plus it deals with friendship and its impacts on a person's life, and what a brilliant friendship story we saw in this movie! One of the greatest friendship stories captured on cinema mixed joyously with top-notch fun. I recommend this movie to anyone who actually wants to enjoy a real movie experience that has it all, in other words.. this movie is recommended for EVERYONE! Acting: 10, Direction: 9, Soundtrack: 10, Story: 10, Overall rating: A decent 10!Don't just rent it, OWN it and show it to friends who like to enjoy a fun movie!"
"my take on the film 3 idiots","6 June 2013","6","3 idiots i a great film, that portrays 3 boys in college and the funny antics they get up to while in this process. The film shows how learning can be made fun, and as long as you love what you do, you will succeed in it. but the film isn't all fun and games, the movie portrays the flaws that India currently have in their educational system, it also shows that not everyone can do what they love as the pressure put upon them by their families can be an argument to persuade anyone, the movie shows a suicide, this really shocks the viewers, and the fact is that the film isn't a fictional one and when a person fails, they do commit suicide, I'm not saying all do but quite a few. They also show the hypocrisy of class and how though everyone thought the main character was a wealthy heir he was no more than a servant posing for the heir who could not even understand engineering. The birth of the headmasters grandchild makes the viewer see that the educational system can change, along with the people running it, and the stereotype of a woman being a doctor and a man becoming an engineer becomes to deteriorate. All in all a great film, and worthy for its position in the top 250 films"
"Good, not outstanding","25 February 2010",NA,"3 Idiots is definitely an over-hyped good movie. A lot of expectations were associated with the movie since it was going to come from Raju Hirani, the Munnabhai director and Aamir Khan, the perfectionist actor (and producer and director). Definitely the movie is a good one but it falls short of the pre-release expectations. It is a nice timepass as the entertainment value is quite high. The inherent message for the youth to pursue their passion instead of joining the rat race is also exemplary. However, giving a second look to the movie (after the laughters and the first time euphoria have calmed down), several flaws can be seen very easily in the storyline as well as the treatment. Loosely inspired by the novel Five Point Someone, the movie has shown the lead characters as black or white instead of grey, the real life ones. The director has played with the characters as puppets in his hands instead of allowing them to develop normally. The best example is of Chatur (played excellently by the hitherto less known actor Omi). The movie has exaggerated several things and the biggest drawback of the movie in my opinion is that the storyteller challenges the intelligence of the viewers at several places. There are several incidents in the movie totally indigestible for a sensible viewer. Perhaps Raju Hirani conveniently overlooked the fact that his audience is not the David Dhawan's audience who is expected to leave the brains at home before leaving for the theatre.3 Idiots (even the name is not appropriate), falters at many points and on many counts. However taking the plus points first, it is recommended as a good comedy successful in making you laugh. Further the music is good and hummable. The song about the character of Rancho played with the titles is quite meaningful and melodious. Choreography is quite good. The performances are excellent right from Aamir Khan to the actors getting the lowest footage in the movie. The message for the students to give precedence to knowledge over marks and follow their passion is definitely admirable. The movie impresses and moves the viewer deeply at certain places. It does not give you a chance to identify its loopholes and weaknesses while viewing it for the first time. Very entertaining and gripping indeed.But the minus points are too many to categorise the movie as an outstanding (which has been unjustifiably done by several established reviewers). It is necessary (and relatively easy too) to differentiate between an outstanding movie and a good movie. 3 Idiots is good, not outstanding. It is flawed, not flawless. Making fun of a dedicated student (even when he is a book-worm) is not proper, nor is it to blame the head of an institution for a pressurised student's suicide (and an ignorant father for his non-communicative son's suicide). Suicide cannot be given precedence over communication of your anguish and pains. It cannot be glamorised as well. Showing the head of the college as doing ridiculous things just to make fun of him or portray him in bad light is also not a commendable thing. A scientist with 400 patents being so unknown and unidentified and a girl not marrying for ten years, yet not making any meaningful (and successful) effort to search for her lost love, besides males playing midwives and managing childbirth with the help of a vacuum-cleaner are a few among several irritating things shown in the movie. Rancho's distorting the speech written in Roman for Chatur and making him a laughing stock just because of his lack of proper knowledge of Hindi language cannot be justified either.Even on the laughter dimension, the movie is not a perfect one. Showing the male students time and again in the toilet or pointing at their asses looks disgusting after the first time. The excessive use of the word - balatkar (rape) does not allow the movie to be watched comfortably with all the family members. Does the moviemaker want the children (because the movie has been given a U certificate by the Indian Censor Board) to know the meaning of balatkar (rape) before the proper age ?Raju Hirani had impressed the Indian audience with his close-to-heart Munnabhai movies. However in this movie, he has not succeeded in living upto his reputation and the pre-release hype of the movie. The movie is excellent in parts only. It's irritating at many places. Overall it is good. It could have been a better one by all means."
"A really fun and enlightening movie","16 January 2013","3","I've decided to start this review by describing what happened during the screening of this movie in one of my University class to demonstrate just how interesting this movie really is.Our lecturer has decided to replace one of our classes on a weeknight and during the class, he has decided to show us this movie. The class started at 8 p.m. and as my class consist of students who are used to skipping classes (even the afternoon ones) or are prone to leaving early (including myself), I was expecting the class to be almost empty by the end of it.By the end of the class, which was about 11.30 p.m., none of the students actually left the lecture hall because everyone really enjoy the movie so much and all of us wanted to finish the movie because it was fun, interesting and inspiring.The movie has tackled an important aspect in the modern society: Why do we study ? Is it only for the sake of getting a well-paid job in the future ? Or was it for the knowledge or interest ? This movie had us questioning our purpose of studying and whether we are doing it for the sake of our future job, to fulfill our parents' demands and expectation or to feed our hunger for knowledge ?All of us go to school for a different reason, some to make friends or to hang out with their friends, there are some who really enjoys learning new things everyday but many are those who go to school just for the sake of completing their studies.The movie tries to bring out this point through humor, loads of them ! The movie is really funny and through unfolding the events by looking into the past and present, it avoids being too straight forward which in my opinion, keeps the audience interested in the movie without getting bored.I really love the movie and has always recommended people to watch it, in fact, everyone that I know who have watched the movie loved it. This movie is really one of my favorite movies of all time."
"It is NOT a great movie, it IS a good movie though","24 December 2009","3","OK so just to make it clear, I do think this movie is very funny! As a matter of fact, its hilarious. My only problem with the movie is ---1) Unoriginal - I understand that the original concept was developed by Mr Hirani himself, but nonetheless, its not fresh. Might as well call it ""Munnabhai BSc - THE DEJA VU"". I guess since the west has the 3 stooges, and 3 musketeers, we need something too right? 2) Old Jokes - the common urban legend of spending millions of dollars on a space pen instead of using a pencil, and ""how does a motor start"", and the fact that indians only want their children to be engineers or doctors (we do have actors, cricketers, and politicians, don't we?), just too old. 3) Unrealistic - I don't even feel the need to explain this one. (I think Bollywood directors firmly believe in an old adage- ""Everything is possible"" and they follow it religiously in every movie. Be it bringing a dead to life by saying ""AAL IZZ WELL"" or stopping a wedding at the last second (how does this not get boring, i can name 10 movies that have already done this and i don't even watch too many bollywood movies) on a bright note, it is very funny (yes the jokes are old, but they are executed pretty well), please watch it and i apologize for being such a hater. I am just giving my 2 cents. Plus, I think everyone did a great job in the movie. I laughed my ass off on few occasions, but so did I while watching American Pie...and so I strongly disagree with those who think this movie is a masterpiece. it is not. 6.5/10."
"Munna zameen par","29 December 2009",NA,"Well, Aamir is proving, he also just cannot keep doing only great movies, and needs the dough. From QSQT, he can do a student role. No big deal. Have we run out of jokes, with all these laughter challenges and standup fresh material, we need to use, how does a induction motor start? This is three smart guys, thinking audience is a bunch of idiots. It is a run of the mill, bollywood, melodramatic, no substance, BS....are they running out of slapstick, that they had to try the peeing scene twice or did they like the joke soooo much? Besides, Boman Irani, who takes his every role seriously and delivers top notch performance, and does it professionally, the rest is run of the mill. Just because you make posters that look like tarey zameen par, the movie does not become one. You know what is funny? Khan says do not be pressurized to deliver, and do your own thing....but looks like he is so pressurized, and he cannot do anything different, and keeps falling for Mr Ideal, and student....Mr Khan...when you start making smart movies, do not for once, assume the audience is dumb or idiots. WE have the rest of the 99 movies already doing that...and if the movie is not ready, let us wait.... sucking a baby out with a vacuum that runs on car battery based inverters....hmm....400 patents....and you want us to believe.... why did the lap top screen go off, when the power went? I thought they work on batteries? In which airline, the programs on entertainment system start, before take off? Looks like they needed some pocket money urgently, and made this all in a haste....i have not read the book...I am sure there is a lot of bollywood...may be one day I will ask someone who has read the book.Oscar? forget it."
"The Fun Side of Bollywood","10 January 2014","8","There was an article published by Time magazine some years ago. It explained that while China enjoys a robust population and a rigorous educational system (for those who can afford it), the spontaneous and creative aspects of Chinese culture has been subverted. It's been marginalized so much so that American business specialists have been asked to speak at some of china's most prestigious companies to ""teach"" creativity. The article presumes that Chinese middle-managers have had so many concepts and facts drilled into them in school that they are unable to think outside of the box like Americans.Subtle racism and cold war paranoia aside, the article does have a point when it comes to the importance of academic memorization versus creativity. American public schools have been drawing and redrawing that line trying to find the right balance to mold the leaders of tomorrow with mixed results. Yet when I hear stories of a fifteen year old inventing a new groundbreaking cancer test, I can't help but feel a little prideful of being the partial product of American schooling.But while the Chinese seem to be stumbling, India has really stepped up, or at least the film 3 Idiots (2009) would have you believe it. Starring Aamir Khan as the amiable Rancho, the plot of 3 Idiots sounds like a Van Wilder (2002) rip-off. The brilliant but unorthodox Rancho causes mayhem and silliness at an uptight engineering university. His two friends Farhan (Madhavan) and Raju (Sharman Joshi) join in the revelry to the dismay of the pig-headed dean known to the students as Virus (Boman Irani). But when Rancho takes interest in the dean's daughter played by Kareena Kapoor, the dean vows to have the 3 idiots expelled for good.Bollywood films are very good at taking seemingly trivial plots like the aforesaid and escalating them into gorgeous, high energy, thematically complex tales for which 3 Idiots is no exception. The movie encompasses a vastness of emotion and a breadth of themes which I do not dare expand on here for fear of ruining the movie. I will say that 3 Idiots does further validate my hypothesis that a major theme in modern Bollywood is upward mobility. While my familiarity with Indian film is limited, all the films I have seen made over the past twenty years involve a protagonist unhappy with his or her station in life and works their butt off to achieve better, often through creative means.I saw this theme in the repellently named Wedding Planners aka Band Baaja Baaraat (2010) and the silly sci-fi comedy Joker (2012). Even the sappy love musicals of Yash Chopra like Dilwale Dulhania Le Jayenge (1995) have characters who want to do better largely by questioning the conventions of traditional ways. 3 Idiots is an extension of that proud tradition only done with excellent comedy and some surprisingly depth along with some catchy musical numbers.Stop to consider today's modern American films in comparison. Sure there are classic hero journeys in movie theaters but few have unadulterated happy endings quite like Bollywood. Many settle for the moral of ""do what you can,"" or ""you can be happy with your lot in life so long as you have someone to love"". And let's not forget the common contemporary comedy message ""have fun and worry about the consequences later."" These messages make sense in the economic malaise of the day and the superhero genre has replaced the musical comedy as far as being a glitzy distraction for the masses. Still the superhero films as well as the Oscar-bait of the last few years don't have the subversive themes of their Indian counterparts. Nor to they have the energy! The energy in 3 Idiots is so incredibly infectious, if you're not smiling in the first five minutes you might need defibrillation. Seriously call a doctor, you're legally dead.Those who are worried about China's looming domination of Asia and eventual world power status need not worry about it. If I were worried about any country flexing its muscle it'd be India. It's a polyglot, multicultural nation with English its language of commerce. It's got a huge, pro-democratic population and has the creative juices to pull off long-term economic and cultural growth. But don't lose any sleep over the decline of the American Empire, at least our overlords will be benevolent or at the very least hilarious.http://www.theyservepopcorninhell.blogspot.com"
"Absolutely loved it.","14 July 2011","8","I checked this out on a whim from my library and was so impressed that I just had to come here to review it. Please note I am NOT Indian, but this is (as of yesterday) one of my top five favorite films of all time. My only criticism is the title - it's horribly misleading for American audiences who would probably expect a Judd Apatow nonsense film (and offensive to boot). Not so with this film - the characters are anything but idiots despite their college experiences. Brilliantly written and directed, there's something for everyone here: comedy, tragedy, and even a couple of song and dance numbers (seamlessly integrated). The acting is superb, the plot is a bit complex but fascinating, and it's shot with care and attention. LOVE IT."
"inspiration","8 September 2012",NA,"this movie has a lot of things to tell us ..it shows us the extremely huge power of the mind and when the people are free,use their minds correctly and do what they really love as a job in their lives and not what the other people say to them,only then they success,and most of all they are happy and they can live every time of their lives..a movie with so much fun and suspense,with so great direction gives a so inspired result,and everyone will be full of emotions and optimism..i really thought that bollywood was some kind of parody,but without so much fun,without good direction and a lot of things like these..i am really sorry for that but i couldn't know..i thought that they were extemporaneous...fortunately,that movie made me wrong..it showed me that the films from east have so much fantasy and inspiration that i could never imagine..you have to see it!!"
"An ""oeuvre d'art""","13 November 2011","10","For starters, every cinephile must watch this movie, it's absolutely mandatory!!!! The movie has great story line, rich in its roots, evolves naturally, showing beautiful landscapes of India. All characters are so dense, so real, so credible, despite of being caricatured....there is a lot of marvelous interactions between them all way down the story...and their interaction onto scenarios are great and constant...that's one thing I could notice it made the movie such a strong production.... The film is funny, genius, superb, surprising, fading from touching moments to challenging scenes, so naturally...... Reamrkable photography as well. It's one of the most exciting movies I've ever seen - is deep, enjoyable and, ultimately, leaves a lesson about what is really important in life.... I recommend the family watch this movies, together...is outrageous!!! It mention taboos, the everyday's strive of families, hopes, dreams, disappointing, love, envy, debauch, etc.... And all this magic moment, start with an aborted airplane take-off......"
"This movie is really meaningful to us Asians","26 October 2013","10","The very fact that the education system in my country (and perhaps in a lot of developing countries) SUCKS and as a student, I am seriously suffering from it, makes this movie worth watching. It gives me a little hope, a little faith, that success and happiness will eventually come to those who pursue excellence in stead of just focusing on their grades, their qualifications. I guess that many Western people cannot understand what Asian students like me are going through. We have to study all day, I mean, studying is not only a 7 to 5 ""job"" but it also deprive us of our sleep. The working environment is so damn competitive, our parents are like 'get straight A's or you will have nothing to eat' and the stress is unbearable. So, if you are having to deal with all these, give this movie a try! Good laughs, great messages, enjoyable story."
"Aal izz... aalmost perfect.","24 December 2009",NA,"Perfect. Almost. Oh yeah... those are the words! I'm writing this at the 8th hour of the morning of 25th December. Merry Christmas, viewers, this is the perfect treat. I was lucky enough to have caught a special preview of the year's best movie, 3 Idiots, last night. Aamir Khan fans, after a disastrous Ghajini, prepare to be truly delighted! He once again shows his 'perfectionist' attitude with this highly-anticipated soon-to-be blockbuster! It has EVERYTHING - from good humour, to emotions that actually move you. When a sense of fear is supposed to be created, it is created, and when you're supposed to feel good, you do! Remarkable performances by each and every one of the characters just adds to the entire effect. A nice-to-listen-to soundtrack assures you that even the song sequences aren't boring. And over that, such beautiful choreography! Witty dialogues and hilarious one-liners keep you wanting for more, and some head-bobbing suspense makes you wonder as well...But, above all, above EVERYTHING else, what truly, TRULY makes this movie work is Rajkumar Hirani's brilliant sense of direction. How he cuts between the past and the present, at the perfect moments, is just amazing. With this, he could finally emerge as one of the leading directors of the country today.3 Idiots is based on the book Five Point Someone by Chetan Bhagat, even though it's hugely different. And, for the first time in my life, I can proudly say that yes, finally, a movie has not just done justice to the book, but easily surpassed it. All thanks to Rajkumar Hirani. And proudly too because an Indian did it! I have to be strict... it's an Aamir Khan movie. So I have no option but to cut off 1 for the editing and dubbing errors.9/10. What more do you want? Don't miss it for anything!"
"""Aal izz well"" with the 3 Idiots!","27 December 2009","10","Chetan Bhagat's ""Five Point Someone"" may not be called a literary masterpiece, but it sure is entertaining with its guffaws and its Indianized English. I read the book a while back, and I was highly impressed by the author's straightforward and vitriolic views about the sagacious education system. Bhagat had introduced Ryan Oberoi to play the role of the rebel, an anarchist who wanted to do away with the grumpy system of education prevailing in India. Ryan was never his protagonist; he simply played the second fiddle in the book. It was Hari, the mundane narrator of the book who was the hero. But things turned topsy-turvy when Bollywood walked into the scene to dramatize the already dramatic story of Five Point Someone. And then when in the book everything went happily ever after with the three idiots, namely Ryan, Hari, and Alok, Bollywood begot its own idiots Farhaan (R. Madhavan), Raju (Sharmaan Joshi) and Rancho (Aamir Khan)the great for its new cinematic endeavor 3 Idiots .3 Idiots can be summed up in one word as extremely majestic. It surely will make you laugh your guts out with its slapstick jokes, its funny sequences, its bathetically emotional scenes and make you to shed a tear or two in the emotional sequences. In short, 3 Idiots is a perfect desi dinner for your bulbous eyes which has all the spices in almost perfect proportion. The genetically modified melodrama has all it takes to hit the Indian audiences hard, and I see it topping the charts in no time. The movie definitely followed a major part of the book, only the incidents were either jumbled or heightened for greater effect.3 Idiot' is a laughter riot right from the first scene where Farhaan fakes a heart attack while onboard an Air India flight to the last scene where Chatur finds out that his role model Mr. Phunsuk Wangdu is none but his college rival Rancho. I especially loved the portrayal of Raju's glum family in black and white. Despite scenes of hilarity, 3 Idiots does suffer from backlogs of vague emotions which seem at some portions of the movie vaguely put on, unorganized and unneeded. Another thing that stuck me was the heroic character of Rancho. I know it doesn't look good for the perfect image of a movie if its hero fails to live up to the standard and flunks in exams or scores 5 point something, so Bollywood made Ryan Oberoi (of the book) alias Rancho become the class topper thus bringing forth the idea that we cannot still accept a flawed hero in our movies. In the long run, the act actually exemplified the character of Rancho and brought out the real essence of the movie. But the child delivery scene in the movie was definitely overtly exaggerated. I don't think Chetan Bhagat has ever imagined his Ryan to do a child delivery with the aid of his friends. Since everything is fair in Bollywood and war, such sacrileges add to the vivacity of the movie's plot.3 Idiots is a star studded affair which presents us with the grand acting skills of stars like Boman Irani as Professor.Viru Sahastrabuddhe or Omi Vaidya as Chatur Ramalingam. But Kareena Kapoor seemed a little unwanted as Pia, she didn't add to the character of the fashion designing student Neha of the book, instead she is here a smart would be doctor who falls for the charm of Rancho out of the blue. One thing that stuck me about the movie is the way the real ages of the stars have been camouflaged fruitlessly. Even though Aamir Khan is a perfectionist as an actor, he seemed a little too old to be an engineering student in his early twenties. Nevertheless, the movie is a first hand example of great filmatography and fabulous humor. Like all Rajkumar Hirani' movie, this one has treats for all its viewers. The peppy song ""Aal izz well"" reminds us of his Munna Bhai movies.The dialogues used in the movie will definitely come as eye openers to brainless muggers. 3 Idiots deftly bring out the very quintessence of Five Point Someone bringing to light the fatal flaws of the Indian education system. And though at some point Aamir Khan does look like a know-it-all holy spirit inculcating others with his words, he does reciprocate Chetan Bhagat's ideas that the Indian education system lacks creativity and spontaneous love for knowledge. I hope Aamir's words reach the generation next and come as a harbinger of a utopian vision of a new educational system in India. Movies with messages such as this one should be taken as ground breaking attempts to change society.The movie is an absolute delight when it comes to music. It features a galaxy of beautiful songs shot in great locations. I personally loved ""Behti hawa"" and ""Zoobie doobie"". Overall, 3 Idiots is a wonderfully heartwarming movie that teaches us to stop being mentally troglodytes and introduce creativity in our minds."
"NA","NA","10","NA"
"NA","NA",NA,"NA"
"NA","NA","9","NA"
"NA","NA","9","NA"
"NA","NA",NA,"NA"
"NA","NA","8","NA"
"NA","NA","8","NA"
"NA","NA",NA,"NA"
"NA","NA","10","NA"
"NA","NA","10","NA"
"NA","NA",NA,"NA"
"NA","NA","7","NA"
"NA","NA","7","NA"
"NA","NA",NA,"NA"
"NA","NA","10","NA"
"NA","NA","10","NA"
"NA","NA",NA,"NA"
"NA","NA","6","NA"
"NA","NA","6","NA"
"NA","NA",NA,"NA"
"NA","NA","3","NA"
"NA","NA","3","NA"
"NA","NA",NA,"NA"
"NA","NA","9","NA"
"NA","NA","9","NA"
"NA","NA",NA,"NA"
"NA","NA","10","NA"
"NA","NA","10","NA"
"NA","NA",NA,"NA"
"NA","NA","9","NA"
"NA","NA","9","NA"
"NA","NA",NA,"NA"
"NA","NA","10","NA"
"NA","NA","10","NA"
"NA","NA",NA,"NA"
"NA","NA","9","NA"
"NA","NA","9","NA"
"NA","NA",NA,"NA"
"NA","NA","9","NA"
"NA","NA","9","NA"
"NA","NA",NA,"NA"
"A Bollywood for everybody","29 February 2016","7","Dear hypocrites: If ""Amelie"" and ""Forrest Gump"" can be mainstays of the top 250, so can ""3 Idiots"" - a movie that similarly gets away with a lot of silliness because it's truly endearing and has an unbeatable joie de vivre. It also features a genuinely uplifting message that only hardboiled cynics will fail to appreciate.Yes, it's probably 45 minutes too long, but on the flip side: the songs are fun, the directing is dynamic, and Aamir Khan pulls out his best Indian Tom Hanks performance. Also, unless you're xenophobic, it's fascinating to see love, dreams and life from an Indian perspective.If you want to see one Bollywood movie before you die, make it this one. It will make you feel better."
"Touching story of friendship, drama and adventure from Bollywood!","7 July 2014","7","I first watched this movie while on vacation, staying at my aunt and uncle's house. As this was the movie they chose to watch one night, I was preparing to drag myself to endure a painfully long, three-hour drama. However, I've found it to be very engaging and entertaining.In this film, Farhan Qureshi and Raju Rastogi want to re-unite with college friend Rancho and recounted their college days at New Delhi's Imperial College of Engineering, recalling the memories of Rancho, who inspired them to think differently, their run-ins with the fiery college dean Viru Sahastrabudhe and their encounters with another student, Chatur Ramalingam, who reminds them of a bet they had made 10 years ago.This is the first and only Bollywood movie I have seen and while I am not a big fan of drama, Rajkumar Hirani and Abhijit Joshi wrote a very inspiring story for the film that kept me entertained, covering friendship, sacrifices, relationships, antics, secrets, rivalries and struggles in the movie. Hirani took good care making each scene of the movie captivating and intriguing while directing, keeping the plot's momentum going strong even for a three-hour movie, and assembled a likable cast of characters - each delivering solid performances.I enjoyed watching the antics and misadventures the three friends go through during their college days, fumbling through exam notes and cramming in science projects, striving to reach success. Rancho's little romantic relationship with Pia is also a treat to watch, ***minor spoiler ahead*** especially when, unbeknown-st to Rancho, that she is the daughter of the dean. ***minor spoiler ends*** The songs sung in the film is wonderful to listen to - very catchy and fun - and the cinematography is very vibrant and colorful.Overall, it is a very captivating and heartfelt film from start to finish, sure to bring you laughter and tears. You can't help but follow along and pretend you are there with the three friends' journey in life. A highly recommended movie! Grade A"
"The story deserved a better climax at the end.","9 January 2010",NA,"Definitely it's blast for the fans of Aamir Khan. Great story starts with perfect cast & acting. Then just move forward with a great pace & fantastic humor that everyone expects from any Rajkumar Hirani film. Moreover, the main content & message proves that surely it was another a very much needed film for the respected audience. And as usually Mr. RH delivered the package very well. But my only little disappointments goes with the final climax. The sequences of final climax are very much important to closing the main statement in a way that stays in the mind of the audience for an adequate amount of time. And that can then help to form a judgmental & thought provoking ideas. For example, MUNNA BHAI MBBS. The whole vacuum baby delivery idea may be new for the viewers with a little demonstration of usefulness of WEB CAM tech. Though I haven't get the chance to read the original novel but personally I think this climax sequence didn't quite fit in a proper way with the content of the story like the climax of MUNNA BHAI films were superbly coped with those stories. I think 3 Idiots deserved a better climax at the end rather than found them busy to have a successful delivery with the help of a vacuum machine. At least I didn't expect that coming. Other than that it was perfectly entertaining."
"Reality Check for you","10 January 2013","9","Being an Indian I have seen a lot of Bollywood movies which do not live upto international standards. 3 Idiots is no different. It's a masala movie, which will draw only mainstream and dumb folk. It might be attractive to the viewers outside as such experiences are new to them, however the truth is that this movie doesn't deserve any place in any top lists on IMDb. I'm sure that the people who have given it a 10/10 have never seen any other movie on the top 250 list. It was a major hit in Indian theatres and any rational,logical and a real movie buff can never like this sort of an impractical movie. To be honest, for an Indian movie I'd give it a 6/10 , however on an international scale it would barely get a 5. If you want to watch a good Indian movie, I'd recommend watching Dev.D which I rate as an 8/10; and I feel should be on the top 250 list. Make a wise decision"
"Marvelous movie","19 July 2013","9","first thing I want to thank and of course congratulate all the person who became part of this sensational movie , it was really a heart-piercing movie :) It made me cried honestly :) . And after I watched this movie I really admired and idolized Aamir Khan :) my best ACTOR and of course the my BEST IDOL ever ! :) . This movie also inspired me most and I was able to apply the learning in my daily living , It was an enlightenment for me in terms of importance of friendship and family in my life ;) and of course I too as a person . Lets continue supporting Bollywood movies :) as well as Aamir Khan. ! Thank YOU!"
"The magic of ACE KHAN AAMIR KHAN and Best director R.HIRANI","7 October 2015",NA,"What a fantastic movie.. it has everything in it.. Friendship,Love and a deep message of how to achieve your goals.. The story is superb and is really touching because its too close to reality.. The ACE KHAN AAMIR KHAN performance is brilliant and perfect.. I have watched 3 idiots almost 7 times and even though every time its entertaining.. The life of Engineering students has been portrayed very well.. the cast is superb and there are no lose ends in story telling.. Each and every part of the movie will keep you entertaining and you won't like to miss anything.. the material has a fantastic humor.. For a while you will enjoy the comedy and then how beautifully it'll get you emotionally is great.. Every one has participated to the best of their potentials.. boman irani, madhvan , sharman and kareena played their acts beautifully.. no matter how much i praise every one's work its yet not enough.. Great movie and a treasure for Indian cinema.. Rajkumar Hirani is the best director today in Indian cinema and as we have AAMIR KHAN THE GOD FATHER OF Indian CINEMA its magic than.. EVERGREEN MOVIE 3 IDIOTS.. Must watch it.."
