Title,Date,Rating,Content
A cut above the rest.,29 October 2004,8.0,"SAW (2004) ***1/2 Cary Elwes, Danny Glover, Monica Potter, Leigh Whannell, Ken Leung, Dina Meyer, Michael Emerson, Shawnee Smith, Makenzie Vega, Tobin Bell. (Dir: James Wan) A cut above the rest.Finally a horror film that pays off in actually being scary! Novice filmmakers James Wan and Leigh Whannell  director/ co-screenwriters  have concocted a fiercely chilling tale of horror with echoes of dank élan to 'SE7EN' as well as any films during the seminal '70s the likes of Carpenter, Craven and Hooper in gleaning some of their mojo glommed onto their uniquely perverse, darkly humorous and more importantly downright bone-chilling spooky with this dark story of a fated morality play.The conceit begins with two strangers awakening from a drugged abduction to find themselves chained in a rotted industrial restroom (just the ghastly cinematography by David A. Armstrong and grotty production design by Julie Berghoff makes one crave a Tetanus shot!) and at the fate of a ticking clock coerced by the whimsy of a madman's sick, twisted game of life or death.Dr. Lawrence Gordon (a very fine turn by Elwes) is a successful oncologist and a slacker type named Adam (Whannell providing much needed gallows humor smart-aleckness) must unsolve a dastardly puzzle with big questions  Who did this? Where are we? - to small details (each have a micro-cassette in their pockets and the only way to listen to the messages are provided in the hands of a blood drenched corpse littered at their feet clutching a tape recorder) as their time begins to erode  as well as their sanity.Using flashbacks it is discovered by the good doctor that they are at their situation thanks to a serial killer  or more apropos , serial gamesman  tagged as 'Jigsaw'  whose m.o. is to abduct someone and have them run thru an impossible mechanism designed solely to kill/maim them with the grand design being that each one realize just how precious a commodity life truly is.Adam and Gordon are also discovered to have a handy hacksaw provided for them to attempt an escape but soon learn that the tool will not cut through the heavy metal but should do so nicely through their own ankles! So begins the sweat-inducing, nerve-wracking quest of getting loose in time  for Gordon particularly since he learns his wife and daughter (Potter and Vega) will be killed if he doesn't kill Adam (a single bullet has been left by the sicko and a handy revolver is in the other grasp of the bloodied victim on the filthy floor).Added to the mix is a police investigation involving Det. David Tapp (Glover, in a snaky 'I'm getting' too-old-for-this-s**t potshot at his 'LETHAL WEAPON' character) and his partner Det. Steven Sing (Leung) who are getting too close to the crazed genius with some truly lethal consequences.Wan milks several sequences in dark, cluttered and silent moments of dread while incorporating themes of infidelity, betrayal, redemption and employs a few stock gimmicks including grainy snuff-film video taping, a hair-raising sound effect of a maniacal clown laugh and just for the price of admission one of cinema's creepiest looking puppets to get his messages across.The screenplay by both  native Australians  hearkens back to slasher/psycho exploitation films yet raises the bar in their inventive, ingenious set pieces especially one ghastly recollection with a 'reverse bear trap' head device ; nuff said.There are moments of quiet devastation, nail-biting tension and just enough nervous laughter for the two protagonists racing against their inevitable doomed plight while also evoking many questions by the film's twisty canny climax (stop here if you don't want to realize the reason the pic is titled the way it is).Violence is underscored with scarily innate logic yet not over-the-top (I for one cannot wait for the DVD to see what made the editing floor to get its MPAA R  rating) and it has some greatest hits of the genre standards like the rooting for the victims to get their much thirsted for vengeance.A true crowd-pleaser that doesn't disappoint but will have you wanting to return to put each simply creative puzzle piece together as more questions will come flooding by its stunning conclusion.You've been warned!"
Slick thriller in the mould of Se7en that covers writing weaknesses with consistent tension & urgency,10 October 2004,8.0,"(This review contains no spoilers but it is better when you know very little about it and I would suggest not reading any reviews on the film but to just go and see it!)Adam wakes up in a bath of water to find himself in a dark room, chained to a large pipe. On the other side of the room is one Dr Lawrence Gordon, who finds himself in the same position, in the middle of the room is a dead man with a gun and a Dictaphone in his hand. Two recorded messages reveal that Gordon's wife and daughter have been kidnapped and will be killed at 6pm that same day. The only way this will not happen is if Gordon kills Adam before this time, a feat that will involve getting out of his chains and to the gun.The marketing campaign for this film had a very impacting poster with very little text and just the word 'SAW' on it. In a way, with no real bankable names in the cast to sell itself on, the film sold itself on the one thing that will always get audiences in  a concise and interesting central premise. Here it is very simple and very interesting and sets up a real tension from the outset that never really lets up until the very end. Let me just say now that tense is not the same as terrifying and viewers coming to this film looking for loads of gore and screaming horror will be let down; in fact I would class this film as a thriller more than I would a horror for this reason. The film opens with us right in this scenario of the chains etc and quickly we learn the ground rules and then learn more about the Jigsaw killer who is doing it. The flashbacks just take the edge off the main story a little bit but they do work well enough in themselves, and produce a more complex story.In a way this is where the weaknesses come in because the hook of the simple premise is expanded out into a wider story  and not all of it hangs together with a great deal of logic. The motives of the killer are unsure and the way that everything does fit into place is unconvincing (to name two problems) but, while it is on, the film's tension covers these gaps and does a good job of holding you in its spell. This spell lasts no longer than the final credits as you begin to pick holes in the actual story, but by then you'll have been entertained and into the film too much to really let the plot holes bother you and it is only those hoping for a story to match the darkness of Se7en will be letdown, this is not of the same caliber as that film but it is still fun. The director has learnt from several other films and genres. He knows that the simple premise can be used as a great hook for a simple story (many short films do the same), he knows from Se7en that sometimes the horror we imagine is much worse than the one we can see, and he knows from recent Japanese horror movies that unsettling images are scarier than outright gore (hence the use of clown and pig heads). In terms of style the film is winning if a little overdone. Time skips forward with frantic camera movements, 'dank' is painted thick on every scene and generally the film delivers a mood of tension, urgency and unsettling action.Not using the cast for the marketing was a good choice because there are no real a-list names here and, sadly, there are several botched jobs on the acting side. Whannell is good and does a solid job  even handling the script's 'comic relief' requirements without letting it take away from the dire nature of his situation. Elwes is OK but not as consistent. At times his delivery is flat and sounds like he is delivering some more serious lines in his 'Princess Bride' character, sounding insincere and wooden. It also didn't help that his make up for the majority of the film made him look like a tired old queen  I know it was supposed to be like white plastery stuff, but on Whannell it looked good but on Elwes it looked like it had been spread evenly! Glover is OK but given too little to do and his character changes too much too quickly before we have even known who he was.Support from people like Leung and Martinez add familiar faces and generally the support cast do OK  but in keeping with the simple premise idea, the film is best when it keeps those involved to the minimum.Overall this is an effective thriller. It will be compared to Se7en but it doesn't have the writing to really stand in the same crowd as that movie; the plot has too many holes and the twists often come from a desire to surprise and confound rather than coming as a natural part of the story (ie they don't have the common sense impact of Se7en's conclusion). However what it does do well is deliver a sense of tension and urgency focused on this 'simple' premise. This tension works so well that it pretty much covers the plot problems while you are watching the film, and you are swept along with it as you watch. After the film you'll pick away at it and it won't stand up to repeat viewings but it is still a great fun film while you're with it."
One of the best films of the year,18 February 2005,7.0,"Adam (Leigh Whannell) and Larry (Cary Elwes) awaken to find themselves locked in a filthy, dilapidated public bathroom. As they regain awareness, things go from bad to worse. They see a dead body on the floor between them, and then they realize that they're chained to large pipes on opposite sides of the room. When they discover a hidden message for each, they learn that a madman is playing a sick game with them. Can they win the game and escape with their lives? Every once in a while, I'm given an opportune moment to engage in a mini-rant, so here we go. Anyone wondering why I usually pay no attention to the Academy Awards need look no further than Saw. In my view, Saw should be nominated for eight 2005 Oscars: Best Motion Picture of the Year, Best Performance by an Actor in a Leading Role (Elwes), Best Achievement in Directing, Best Writing--Screenplay Written Directly for the Screen, Best Achievement in Cinematography, Best Achievement in Art Direction, Best Achievement in Makeup, and Best Achievement in Music Written for Motion Pictures--Original Song (Fear Factory's ""Bite the Hand That Bleeds""). Not that I feel it should necessarily win all eight, but it should have a fair shake at them. There are others that I would nominate for some of those categories--including Hellboy, The Village, AVP: Alien vs. Predator, Dawn of the Dead, Kill Bill Vol. 2, Shaun of the Dead, and Harold and Kumar Go to White Castle. But you'll note that out of those, only The Village got a nod (a single nomination). It's difficult for me to take something seriously that is so far off the mark when it comes to recognizing quality films. But it's not as if a general anti-genre bias in the Academy Awards--as well as with professional critics and the self-appointed film literati--has not been noted before.James Wan and Whannell (who takes on double duty as an actor) have authored a tightly interwoven story, with a puzzle theme that draws you in like the best material of the Cube (1997) series combined with a gritty, Se7en (1995)-like serial killer police procedural. The pieces of the plot fit together precisely and unfold like a predetermined chess game. Wan and Whannell build tension gradually, despite the fact that the film comes out of the gate extremely suspenseful.Wan, who also served as director, creates a fabulously disturbing, dingy atmosphere throughout the film, bolstered by Julie Berghoff's production design, which is as inventive as the script. Part of the delightful novelty of the film is the elaborate, potentially fatal puzzles devised by the villain. Berghoff's designs for these scenarios and devices easily matches the lockstep intricacy of the plot and the ominous foreboding of the overall atmosphere. Viewers will likely cringe at vicariously envisioning themselves in the contraptions, and that's much of the point. The cinematography throughout the film is just as imaginative, easily telling a story that often depends on subtle visual cues, and reaching just the right balance of extended techniques, such as the varied film speeds during a car chase.Because so much of the film is focused on just two characters in a single, relatively sparse room, Elwes and Whannell must turn in powerhouse performances, running a gamut of emotions including vulnerable helplessness, studied hopefulness, vengeful anger and frenzied desperation. Both are excellent, with Elwes particularly remarkable. Danny Glover, as Detective David Trapp, is impressive in his transformation from a somewhat typical macho cop to an obsessive loon, perhaps on a par with the villain in his single-minded irrational commitment.The modus operandi and motivation (which serves as the theme) of the villain are intriguingly gray. The victims are often morally questionable, and can potentially benefit from their victimization. They're putatively given an out from their predicaments if they can muster the necessary wit and skill. At least on one level, the villain wants to give his victims a hard lesson and improve their lives.It should have been clear by the comparison to Cube and Se7en that Saw is not for the faint of heart (although it's not quite as gory as it could have been) or for those who want only clear messages of good and evil and happy endings. As one of 2004's best films, however, you owe it to yourself to give it a watch."
So I saw Saw and....,21 February 2005,7.0,"I must say the fuss about all the bad acting was unwarranted. I thought all the players did what they could with what they had. The trouble is movie nerds are almost afraid to disagree with one another these days. My biggest gripe against this movie is the ole' too much plot getting' in the way of the story syndrome. This would of hit so much harder if it were slimmed down to about 80 minutes and somehow excised the character of Zep the orderly and told with more continuity. Good lord this thing was flashing back left and right and sideways too I think. The tension was all in that room with Elwes and the worst actor of the film Whannel. Aside from the creepy car crawl scene, you could just feel the tension alleviate as soon as they took the movie out of that dank hell hole. At any rate I wasn't as disappointed in the acting as I was the way the story was told. Ah well an excellent horror film is coming someday, maybe in James Wans' next effort?"
"Yeah, I saw it. That is to say I seen it.",3 October 2013,8.0,"Saw really should be exempt from most criticism as James Wan managed to pull of a helluva trick considering the innumerable restrictions and compromises that made the shoot very hard for the first-time feature director. Who'd ever believe that such a tiny movie would be the first to re-invent horror for the 21st century? Cary Elwes and Leigh Whannell play Doctor Gordon and hapless jerk Adam, a mis-matched duo who wake up in a disgusting bathroom chained to the piping at either end of the expansive room. A dead body lies between, blood and gore on the floor around it. Doctor Gordon suspects that it is the work of the infamous ""Jigsaw"" - a madman known for subjecting lowlifes to brutal tests to prove their desire to live.A series of flashbacks follow which build a greater story around the plight of the two men, culminating in a climax that is still as unnerving now as it was nearly 10 years ago. Saw is a very clever film, but is let down by overly filtered cinematography, choppy editing that is full of stutter cuts, and a sound design that is bloated with far too many cheap stingers. The acting is a little weak at times too but considering the conditions, and the fact that there was no rehearsal at all so the footage you see is sometimes the first attempt by the actors to get it done means you can't judge it too harshly.The production design tries to emulate David Fincher's Se7en but ends up looking like a cheap 70s porno. But the whole film was shot in one big building, so you just can't pick faults. Like I said, what Wan managed to pull off with the time and budget he was given is nothing short of remarkable. The sequels were given more money to crazy with, but the first Saw movie should be viewed as a different entity.Love it or hate it, Saw is a major achievement for the fledgling writer/director pairing of Whannell and Wan."
One word Brilliant,12 January 2005,8.0,"I'm really disappointed that this movie didn't do as well as it should have at the box office, it deserved better because this film is brilliant.The plot is original, the acting is pretty good (for being shot in 18 days with a low budget), the direction is perfect. This is the type of film that builds tension, not your typical shocker or hack and slash (which is what I thought it was going to be, boy was I wrong) it's psychological horror. I don't know how the director came up with the idea of the scene were the guy has to use the camera to see in the dark, perfect bit of audience manipulation, he makes you feel like you're blind in the dark like the character; ingenious not to mention creepy. I can only say that you should see this film it's brilliant. Oh yeah and the ending will blow you away."
A non realistic movie,5 December 2005,7.0,"This was the most unrealistic movie I ever seen.I can't believe that the writer and director didn't see that almost all the movie looks like a SF one.For example: 1. It is impossible for the killer to stay on cold glaze and after 10 hours to get up so quickly.2. You can't get electrocuted trough a water pipe like in the movie.(believe me, it's my domain)3. With a saw you can cut 10 pipes in 10 hour very easy. Let's say that the chain was made from steel but the water pipe was rusty and it was made from iron.4. If you try to cut your foot with a saw you faint (in the best case, it's more likely to die because your hart fails) before to get to the bone(shin).And there are more other examples."
Silence of the Lambs + Mythbusters = Win,11 October 2015,7.0,"Horror films like this may be old hat today, but I think we should dedicate a moment of silence to honor what may have been the first of its kind. OK, enough silence, let's get back to blood curdling screams.""Saw"" distinguished itself from the usual 90s-00s horror tosh by taking a pseudo intellectual approach as in classics like ""Silence of the Lambs"" or ""The Cell"" where the killer is not just a mindless hockey goalie on a bad day with power tools. The killer has a distinct, logical, stylish modus operandi that will appeal to people who know the meaning of the word ""modus operandi"". If you don't, or if you don't care, there's still plenty of suspense, action and blood & guts (literally) to keep you entertained from start to finish.""Saw"" is the story of a serial killer who is highly intelligent, highly resourceful (some of the diabolical devices he builds could be featured on Mythbusters), and most interestingly the killer is driven by a twisted sense of morality. This brings to mind the mother of all serial-killer-morality tales ""Seven"" which Saw undoubtedly drew inspiration from. While I don't think ""Saw"" is in league with ""Seven"", it does a great job of keeping up, and I think it's worth a watch.Danny Glover (""Lethal Weapon"") playing the obsessed cop on a manhunt and Cary Elwes (I'll always remember him from ""The Princess Bride"") playing the intelligent victim, raise the bar with their excellent, characteristic performances. And while the story may have 1 or 2 loopholes, you can handily overlook them in light of these two iconic actors and a story that unravels suspensefully at every turn.I did want to mention one thing for the squeamish (as well as those of you who crave the squeam), ""Saw"" isn't as over-the-top disgusting as I had been told. Yes, there's a ton of blood and a few hurl worthy scenes of bad things happening to body parts, but for the most part it's somewhat tame by today's standards. I actually like that, because it's a film I can recommend to my mom. The lack of nudity/sex and the interesting morality angle furthermore might make it a family-safe film. If your family happens to live at 1313 Mockingbird Lane. But you catch my drift."
"2 guys waking up in a cold atmospheric room not knowing why, and how they got there. just bound to a chain and waiting till the game begins",4 March 2005,1.0,"this movie mixes several attributes which made me giving a 10-rating: the beginning is fascinating with a cube-like atmosphere. it never loses suspense thru the whole movie....and the sick mind of the killer reminds to john doe's from ""se7en"" of brilliant David Finch. the turnings of the storyline are almost unpredictable which is rare and never any Hollywood-like cliché or happy-end. a lot of surprises, shock and some gore scenes which altogether makes it a perfect horror-psycho-thriller.in my opinion, it beats even cult horror-movies like Texas chainsaw massacre 2003, event horizon, dawn of the dead 2004, cube, wrong turn or evil dead. thru out the time, these kind of movies goes far to the limits of the violence and dark fears we all got into us....so be warned, ""saw"" will give you a sightseeing tour thru hell....enjoy it !"
Creepy thriller which has you second-guessing everything,26 February 2005,1.0,"Saw's trailers and teasers are full of misleading clips which make you believe that the story is about a maniacal killer who has a grouping of puzzles that the person captive must solve in order to stay alive. What the trailers do not tell you is the depth of emotion and psychosis that was put into the movie itself that has you actually caring about those possible victims.This film was a hair-raising thriller to the worst degree as you see characters trying to figure out how they are going to get out of a dire struggle for life and more time to figure out their future after the day that they get put into such a situation. The shots were very stylish and moody as anything released before this film. There has never been a horror/thriller quite like this before, which is amazing because so many thrillers released within the last 5 years have either copied each other in certain shots or stylistics, or they steal from the problems of the main villain of other films. This does neither and it's amazing.The music was on par with movies like 8mm and Se7en and that sort of heavy metal meets unknowing timpani sets of action movies' past. The film was very stylistic, but given the time that it was shot in (18 days!), the film seems better directed knowing that they took less time to do it in. The film was written and directed by the same man (with help from another guy writing), and hopefully we'll see more from the director. The whole puppet thing was odd, and it didn't need to be in this film for anything else than a visual creepy thing, and later on, it served a purpose to tell detectives where the murderer was, but still... I was kind of angry about the fact that there was no in-depth behind-the-scenes on the DVD, and instead it was replaced by an extra-long ""making-of"" of a horrible Fear Factory video. (the video is basically the movie, but more green-screens and cheesy effects including a fake heart, a model who couldn't act, and a lead singer who couldn't have cared less about him being in the video) So I gave this film 7/10 stars. I also would've casted a different doctor actor (from the beginning, he seems to be overacting a lot of the time). But Danny Glover was amazing and a class-act amongst a lot of no-name actors in the States (I might've seen the doctor actor before, but he looks like every other straight-character-actor). But those points are the only I could find wrong with this film. It is a definite buy if you have a chance because of everything I said up above."
Saw isn't too sharp,21 May 2005,10.0,"Two people wake up chained to pipes on opposite ends of a room, the two must figure out how to get out. This film started off pretty well and stayed that way all the way to the first flashback where it all begin to unravel. I sat there dumbfounded as the movie got worse and worse. Seeing plot holes left and right. The acting ranged from bad to outright crap. The film is less like the roller-coaster ride it was billed as and more like a stupefying free-fall in quality. Everyone says ""oh the twist is cool"" NOPE, I saw it coming (no pun intended) within five minutes of the start. Deemed one of the best horrors of the year? PLEASE, if that's true I openly weep for the genre, as I had stool samples that were more horrifying by far.My Grade: D+"
One of my fave 5!,18 October 2020,10.0,I wish I could watch it for the first time again. So creepy and surprising.
"Great horror, but is ultimately lacking in purpose",3 March 2005,10.0,"Considering it is by some margin the best contribution to American horror since Se7en, Saw is a strangely unengaging film.It is certainly slick enough. Throwing you right into the action you awake, along with the lead character (Adam) in a Fincher-esque, dingy underground bathroom/dungeon. You soon find Adam is not alone. Across the room another is another man. Both are chained by the ankle, taken by the mysterious jigsaw killer. The room contains a dead body, a gun and two saws. To survive, one of the men must kill the other by 6pm. If not, both die. Problem is, the saws won't cut the chains. To make it out, you must not only be prepared to kill; you also have to saw off your own footNice.Don't get me wrong, there are some good, if not terribly subtle, twists in the film; told mainly through the flashbacks of Adam's fellow captive, Lawrence. And the film has one or two moments that will be relished by the gore-fest lovers. There is some pretty good acting here too, especially from Leigh Whannell (Adam) and Danny Glover (Detective Tapp).The problem mainly lies in the fact that the film is such an obvious homage to Se7en - many of stylistic devices very reminiscent of the Fincher film  without any of the substance. Fincher manages the neat trick of wallowing in the murky side of the human psyche while appearing appalled by it as well. Saw just seems to revel in the brutality. If you're expecting moments that force the audience to be introspective, you won't find them here. Saw just isn't interested in discussing apathy, or greed or even the value of life that the killer talks about. The jigsaw killer is just another sick f*ck, complete with Thomas Harris name, eerie doll, dank warehouse apartment and kitsch slasher movie hang-outs (like subterranean car parks).All this leaves the film feeling a bit devoid of purpose. In style very much life Se7en, in execution, more like Friday 13th. Which is a shame, because there really is much to enjoy here if you're a fan of the red stuff. 6/10"
trying to unsee what i Saw (haw haw),18 April 2005,6.0,"There are some actors who are terrific no matter who's directing them. (Paul Bettany, Denzel Washington) There are others who are irredeemably awful in absolutely anything (Ryan O'Neal comes to mind). And then there are guys like Cary Elwes. He was dynamite in The Princess Bride, every bit as swashbuckling and fun to watch as Errol Flynn. He shines in ensemble pieces; equally convincing as the desperately manipulative Thomas H. Ince in Peter Bogdanovich's pathetically under-seen The Cat's Meow and as a fat, balding, prissy theater producer in Cradle Will Rock. Of course, it helps that all these are good movies, which the generic horror flick Saw is not.Not that it doesn't try. It's got that grinding, industrial-metal soundtrack, to get us all edgy when the film itself cannot. It's got those hyper-motion quickcuts, the same kind used in the remake of Thirteen Ghosts, which at least knew how lame it was, and was thus easier to take, with tongue firmly in cheek. Perhaps using the gore factor (which there isn't much of; Shaun of the Dead was gorier than this) to patch up some gaping, 747-size holes in the plot, Saw cheerfully telegraphs the shock moments, using some halfway-clever plot twists that almost make sense at the time but on second thoughtwhat a mess.Anyway, here's the set-up: A kid named Adam (Leigh Whannell, who wrote the script) wakes up in a nasty old bathroom chained to a huge pipe in the wall. Opposite him is Dr. Lawrence Gordon (Elwes), similarly chained and even more confused. Between them lay a dead man, his head apparently half-blown away, holding a gun in one hand and a tape recorder in the other. It's all revealed to be the work of the ""Jigsaw Killer,"" who devises unique life-or-death scenarios for unsuspecting, flawed folk to work their way out of or die. (Set this in a giant, three-dimensional Rubik's Cube, and you have the much more intriguing Cube; set it in another unnamed city with Brad Pitt and Morgan Freeman hunting a deranged Bible-nut, you get Se7enWhannell has obviously seen and studied them both).So Adam and Dr. Gordon are trapped together, for reasons that are calmly explained away in a series of flashbacks. The goal: Gordon must kill Adam with whatever implements are at hand or else his wife and daughter will buy the farm. And yes, in a toilet stall they find a couple of hacksaws.Nothing is what it seems, of course, and I have to report that I saw the final denouement coming from the first twenty minutes. The enigmatic ""Jigsaw Killer"" is a lot like the alien race out to destroy humanity in Independence Day: faceless and just plain bad, bad, bad! Kevin Spacey's genuinely chilling John Doe from Se7en may have been a fairly one-note character, but at least we were given reasons for his psychosisand what's more, we believed them. Saw's killer is given a perfunctory motivation, but it all rings as off-key as the acting.First-time director James Wan wastes Danny Glover as a cop obsessed with the case, and his demise is a complete let-down. He delivers some nice, gruesome moments, but since I saw (pun not really intended) them coming, they're not much more than Pavlovian audience buzzers. Judging by the general crowd reaction, Saw will get plenty of word of mouth help from the high school set, make a nice, tidy little profit, and since a sequel has already been announced, old Jigsaw will likely be around torturing people for no apparent reason for some time."
The piecing together of a brutal puzzle ensues.,29 October 2004,6.0,"How far would you go to save your own life? Go ahead; ask yourself that question right now. Exactly how far would you go? Would you kill someone if your life were on the line? Would you cut through someone's stomach to get something you needed to save yourself? Would you watch an entire night of UPN programming with no interruptions? Would you make out with Rosie O'Donnell? The extent a person would go to save his life, an indication of how much he actually wants to live, is the underlying theme of Saw.The movie follows the sick and twisted exploits of a killer only known as ""Jigsaw."" But in reality, he hasn't killed anybody. He's much more sadistic than that. He places people in very dire circumstances and then tells them what they need to do in order to survive. It's all part of his game. You break the rules, then you'll pay the consequences.Simply put, Saw is one of the most entertaining, original thrillers of the year. You might want to introduce yourself to the edge of your seat before the movie starts because chances are the two of you will be getting acquainted real quick. In fact, it might not hurt to bring it flowers. My interest was piqued at the very start, and just when I was scared I had figured everything out (and was getting disappointed because I thought things were going to be too predictable), the movie slapped me right upside my face and taught me a little lesson in not thinking too far ahead.Now if you're the nitpickiest of nitpickers, then you can find enough nits to pick if you have nothing better to do. The movie's got its flaws; I won't deny that. Plot contrivances? Check. Plot holes? Sure. The acting? Well, it's a tad suspect at times, mainly in regard to Cary Elwes. Rumor has it that a landing strip was placed on ""the top,"" and he just flew right over it. Elwes kicked subtlety in the crotch, and then beat it while it was down. He's all right when he is more constrained, but at times it feels like he is auditioning for a high school production of Hamlet. I haven't seen so many crocodile tears since Bill Clinton attended Ron Brown's funeral. Oh well, just be prepared to laugh at him and you'll be fine. Other than that, the acting is decent even though most of the characters like to scream a lot.Personally, I can ignore the film's flaws because I was mainly concerned with where the movie was headed and if it could pull everything together effectively. I'm happy to report that the climax is possibly the most exciting, most intense 10-15 minutes of any movie I've seen this year. Off the top of my head I count six unexpected twists in that short amount of time. To put it bluntly, the ending knocked my socks off, ran 'em through the rinse cycle, chewed 'em up into little pieces, spit 'em in my face, and made me thank it for the privilege. It was quite the spectacle.I guess I better warn you that if you're looking for a pot of gold and a rainbow at the end of these proceedings, then you'll be disappointed. But I liked the ending. It fit with the dark tone and dreary atmosphere of the rest of the movie. This isn't a love-fest about every child in the world getting a puppy. It's a movie about a demented individual with a really warped view on what constitutes a fun game. I guess Yahtzee just doesn't do it for some people.THE GISTSaw is the perfect thriller to get you in the Halloween spirit. It's not what I'd call overly scary, but it'll keep you in a constant state of unease. The scariest thing about the movie is that there *could* be an individual out there like ""Jigsaw,"" but it's probably best if you don't dwell on that.If you don't like gruesome movies that revolve around people in very tense, unenviable positions, then this may not be for you, but it wasn't nearly as gory as I was expecting. For the most part we're shown the beginning of an act of violence or gore, and then we're allowed to form our own mental images. It's really nothing I haven't seen on a very special ""Viewer Discretion is Advised"" episode of CSI. So if you think you can handle it then check it out and enjoy the thrill ride. Rating: 4 (out of 5)"
What a Masterpiece!,31 August 2021,7.0,Two aussie's from a young age wanted to make a film with a low budget and only a room. Just think about it . James Wan and Leigh W. Makes themselves heard in the industry. With a gripping storyline and the twist in the end what really makes this movie a all time classic. No one can ever say they 'SAW' it coming! And the background score too. All in all go ahead watch it.
Saw is an uneven but satisfying film. (possible spoiler),6 November 2004,7.0,"Oftentimes you watch a movie and can easily tell that it was inspired by current events. Obviously Saw wasn't ripped from the headlines of yesterday's paper, but I think a recent, amazing story of survival may have sparked the filmmakers' imaginations. The event I'm referring to is when Aron Ralston cut off his own arm with a pocket knife after being trapped under a rock for 5 days. There are no trapped mountaineers in this film, but a couple of guys are chained to a wall with nothing but a hacksaw that isn't sturdy enough to cut the chain. Hmmmm. How are they supposed to escape?Saw tells the story of two men who awaken to find themselves chained to opposite sides of a nasty bathroom with a dead man face down in blood between them. The dead man is holding a gun and a cassette player; each of the two men wake with a tape that gives them clues on how to survive the day. One of the men, a doctor, is given a few hours to somehow kill the other man or his wife and child will be murdered. The person responsible is a twisted serial killer who rather than killing his prey, sets up elaborate traps where the victims either kill themselves or someone else. I don't want to give away too much because I want you to be as intrigued as I was while watching. It's not often that a thriller works so well for so long, but I was completely enthralled by the story and the setup. There are only a couple things that keep this movie from hitting the bullseye: acting, and uh, overacting.Sure this is a low budget movie, and it isn't packed full of familiar faces. The problem is that the guys we don't recognize do a fine job, while a couple of 'old faithfuls' are all over the map. Not only is Cary Elwes all over the map, he's all over the desk next to the map; he's across the street in the map shop looking for a map large enough to contain his awkward performance. Elwes plays one of the two men trapped in the bathroom. He's a doctor who recognizes what is happening because he was once a suspect in the search for the vile, but creative, serial killer. The good news is that he doesn't come across as a total and complete hack. He's believable for the first half of the movie, but whenever he has to show any sort of emotion, he crumbles. Acting classes should be forced to watch his performance to see the perils of overacting. He looks more like an actor trying to portray anger, than a man whose unusual circumstances have driven him into a panic. It's a terrible tragedy when the audience is laughing through the climax of a film because the actor can't carry the part. His performance is so over the top  so completely distracting  that the film really suffers.The usually steady Danny Glover is also inconsistent. He plays the lead detective investigating the serial killer, nicknamed 'Jigsaw.' His character is very emotionally driven but not enough time is given to his development. The audience can't help but question his motivation and many times the logic behind some of his decisions. The part was never fleshed out and because of this, Glover's performance is weak. He just didn't have enough to work with.The supporting actors fare much better. Monica Potter is good as the doctor's wife, and Makenzie Vega is quite good as her daughter. The most pleasant surprise was the performance of Leigh Whannell, also one of the screenwriters. Whannell plays the other man who finds himself chained to the wall in the bathroom. There were a few weak moments, but overall his performance was solid.A lot of hype has been given to how shocking, disturbing, and scary this film is. Let me set the record straight. Saw isn't scary, but it is suspenseful. It's much more of a thriller than a horror movie. There are a few surprises, and a few truly disturbing sequences, but as hard as it tries, Saw doesn't achieve the atmosphere and feel of Se7en. That's not to say that it doesn't successfully create a disturbing mood. A couple moments really worked for me. There is a creepy moment with the young daughter of the doctor (Makenzie Vega) staring at a mobile in her room, wondering if the boogie man is there. Another sequence with a man using a camera as a flashlight also worked well. In fact, the first three quarters of the movie successfully draw the audience into the story and the characters. But then it starts to fall apart.The final act of Saw feels like a different movie. The tone seemingly changes, and the film relies on clichés and coincidences to drive the story. It becomes a cookie cutter thriller straight from the Ashley Judd school of predictability. But then everything changes again. SPOILER WARNING: DON'T CONTINUE READING IF YOU HAVEN'T SEEN THE MOVIE!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! OK, the ending is great. The movie had hit rock bottom and there were no explanations for the actions of the characters. Then there is a twist and everything makes sense. As great as the twist may be, I'm not sure it makes up for the previous 15 minutes of the film. It's hard to forgive what the movie does to the audience during that sequence. I felt detached from the film and I felt the story had let me down. Still, I don't often fall for surprise endings, and this one got me good."
